test_id	gene_id	gene	locus	sample_1	sample_2	status	value_1	value_2	log2(fold_change)	test_stat	p_value	q_value	significant
YER171W	YER171W	RAD3	chrV:527076-529413	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YER172C	YER172C	BRR2	chrV:529524-536016	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YER172C-A	YER172C-A	YER172C-A	chrV:536269-538274	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YER173W	YER173W	RAD24	chrV:536269-538274	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YER174C	YER174C	GRX4	chrV:538428-539163	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YER175C	YER175C	TMT1	chrV:539458-540358	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YER175W-A	YER175W-A	YER175W-A	chrV:540644-540809	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YER176W	YER176W	ECM32	chrV:541684-545050	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YER177W	YER177W	BMH1	chrV:545605-546409	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YER178W	YER178W	PDA1	chrV:546811-548074	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YER179W	YER179W	DMC1	chrV:548415-549512	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YER180C	YER180C	ISC10	chrV:549718-550522	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YER180C-A	YER180C-A	SLO1	chrV:550859-551117	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YER181C	YER181C	YER181C	chrV:551467-551791	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YER182W	YER182W	FMP10	chrV:552519-553254	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YER183C	YER183C	FAU1	chrV:553328-553964	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YER184C	YER184C	YER184C	chrV:556290-558675	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YER185W	YER185W	PUG1	chrV:559448-560360	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YER186C	YER186C	YER186C	chrV:561699-562620	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YER187W	YER187W	YER187W	chrV:566224-566650	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YER188C-A	YER188C-A	YER188C-A	chrV:569602-569902	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YER188W	YER188W	YER188W	chrV:568034-568754	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YER189W	YER189W	YER189W	chrV:571149-576520	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YER190C-A	YER190C-A	YER190C-A	chrV:571149-576520	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YER190C-B	YER190C-B	YER190C-B	chrV:571149-576520	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YER190W	YER190W	YRF1-2	chrV:571149-576520	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YFL001W	YFL001W	DEG1	chrVI:147125-148454	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YFL002C	YFL002C	SPB4	chrVI:145108-146929	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YFL002W-A	YFL002W-A	YFL002W-A	chrVI:138198-143512	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YFL002W-B	YFL002W-B	YFL002W-B	chrVI:138198-143512	Batch	Chem	LOWDATA	0	0	0	0	1	1	no
YFL003C	YFL003C	MSH4	chrVI:134515-137152	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YFL004W	YFL004W	VTC2	chrVI:131804-134291	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YFL005W	YFL005W	SEC4	chrVI:130328-130976	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YFL007W	YFL007W	BLM10	chrVI:123473-129905	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YFL008W	YFL008W	SMC1	chrVI:119423-123101	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YFL009W	YFL009W	CDC4	chrVI:116138-118478	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YFL010C	YFL010C	WWM1	chrVI:114983-115737	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YFL010W-A	YFL010W-A	AUA1	chrVI:114983-115737	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YFL011W	YFL011W	HXT10	chrVI:112338-113979	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YFL012W	YFL012W	YFL012W	chrVI:110640-111087	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YFL012W-A	YFL012W-A	YFL012W-A	chrVI:107792-110178	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YFL013C	YFL013C	IES1	chrVI:107792-110178	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YFL013W-A	YFL013W-A	YFL013W-A	chrVI:107792-110178	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YFL014W	YFL014W	HSP12	chrVI:107249-107579	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YFL015C	YFL015C	YFL015C	chrVI:106408-106957	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YFL015W-A	YFL015W-A	YFL015W-A	chrVI:106408-106957	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YFL016C	YFL016C	MDJ1	chrVI:104694-106230	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YFL017C	YFL017C	GNA1	chrVI:103976-104456	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YFL017W-A	YFL017W-A	SMX2	chrVI:103692-103926	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YFL018C	YFL018C	LPD1	chrVI:101621-103121	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YFL019C	YFL019C	YFL019C	chrVI:100245-100599	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YFL020C	YFL020C	PAU5	chrVI:99224-99593	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YFL021C-A	YFL021C-A	YFL021C-A	chrVI:95758-97496	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YFL021W	YFL021W	GAT1	chrVI:95758-97496	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YFL022C	YFL022C	FRS2	chrVI:93496-95008	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YFL023W	YFL023W	BUD27	chrVI:90983-93374	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YFL024C	YFL024C	EPL1	chrVI:87844-90343	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YFL025C	YFL025C	BST1	chrVI:84142-87232	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YFL026W	YFL026W	STE2	chrVI:82577-83873	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YFL027C	YFL027C	GYP8	chrVI:80416-81910	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YFL028C	YFL028C	CAF16	chrVI:79341-80211	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YFL029C	YFL029C	CAK1	chrVI:78052-79159	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YFL030W	YFL030W	AGX1	chrVI:76828-77986	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YFL031C-A	YFL031C-A	YFL031C-A	chrVI:74869-76145	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YFL031W	YFL031W	HAC1	chrVI:74869-76145	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YFL032W	YFL032W	YFL032W	chrVI:74869-76145	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YFL033C	YFL033C	RIM15	chrVI:69112-74425	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YFL034C-A	YFL034C-A	RPL22B	chrVI:64241-64931	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YFL034C-B	YFL034C-B	MOB2	chrVI:63014-63992	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YFL034W	YFL034W	YFL034W	chrVI:65474-68696	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YFL036W	YFL036W	RPO41	chrVI:58780-62836	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YFL037W	YFL037W	TUB2	chrVI:56334-57708	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YFL038C	YFL038C	YPT1	chrVI:55364-55985	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YFL039C	YFL039C	ACT1	chrVI:53259-54695	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YFL040W	YFL040W	YFL040W	chrVI:51349-52972	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YFL041W	YFL041W	FET5	chrVI:49138-51007	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YFL041W-A	YFL041W-A	YFL041W-A	chrVI:48733-48925	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YFL042C	YFL042C	YFL042C	chrVI:45719-47744	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YFL044C	YFL044C	OTU1	chrVI:44654-45560	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YFL045C	YFL045C	SEC53	chrVI:43627-44392	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YFL046W	YFL046W	FMP32	chrVI:42814-43438	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YFL047W	YFL047W	RGD2	chrVI:40420-42565	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YFL048C	YFL048C	EMP47	chrVI:38842-40180	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YFL049W	YFL049W	SWP82	chrVI:36802-38674	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YFL050C	YFL050C	ALR2	chrVI:33271-35848	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YFL051C	YFL051C	YFL051C	chrVI:30057-30540	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YFL052W	YFL052W	YFL052W	chrVI:28231-29629	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YFL053W	YFL053W	DAK2	chrVI:23422-25198	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YFL054C	YFL054C	YFL054C	chrVI:20846-22787	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YFL055W	YFL055W	AGP3	chrVI:17003-18680	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YFL056C	YFL056C	AAD6	chrVI:14792-15431	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YFL057C	YFL057C	AAD16	chrVI:14304-14763	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YFL058W	YFL058W	THI5	chrVI:12928-13951	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YFL059W	YFL059W	SNZ3	chrVI:11362-12259	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YFL060C	YFL060C	SNO3	chrVI:10300-10969	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YFL061W	YFL061W	DDI2	chrVI:9544-10222	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YFL062W	YFL062W	COS4	chrVI:6425-7565	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YFL063W	YFL063W	YFL063W	chrVI:5065-5521	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YFL064C	YFL064C	YFL064C	chrVI:3029-3846	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YFL065C	YFL065C	YFL065C	chrVI:3029-3846	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YFL066C	YFL066C	YFL066C	chrVI:1436-2615	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YFL067W	YFL067W	YFL067W	chrVI:835-1363	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YFL068W	YFL068W	YFL068W	chrVI:52-535	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YFR001W	YFR001W	LOC1	chrVI:149104-149719	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YFR002W	YFR002W	NIC96	chrVI:150010-152530	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YFR003C	YFR003C	YPI1	chrVI:152651-153119	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YFR004W	YFR004W	RPN11	chrVI:153387-154308	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YFR005C	YFR005C	SAD1	chrVI:154521-155868	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YFR006W	YFR006W	YFR006W	chrVI:156138-157746	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YFR007W	YFR007W	YFH7	chrVI:159292-160354	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YFR008W	YFR008W	FAR7	chrVI:160528-161194	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YFR009W	YFR009W	GCN20	chrVI:162481-164740	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YFR009W-A	YFR009W-A	YFR009W-A	chrVI:162481-164740	Batch	Chem	LOWDATA	0	0	0	0	1	1	no
YFR010W	YFR010W	UBP6	chrVI:165059-166559	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YFR010W-A	YFR010W-A	YFR010W-A	chrVI:166720-167251	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YFR011C	YFR011C	AIM13	chrVI:166720-167251	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YFR012W	YFR012W	YFR012W	chrVI:167880-168489	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YFR012W-A	YFR012W-A	YFR012W-A	chrVI:169215-169302	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YFR013W	YFR013W	IOC3	chrVI:169913-172277	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YFR014C	YFR014C	CMK1	chrVI:172528-173869	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YFR015C	YFR015C	GSY1	chrVI:174256-176383	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YFR016C	YFR016C	YFR016C	chrVI:177033-180735	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YFR017C	YFR017C	YFR017C	chrVI:182261-182849	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YFR018C	YFR018C	YFR018C	chrVI:183118-184210	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YFR019W	YFR019W	FAB1	chrVI:184489-191326	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YFR020W	YFR020W	YFR020W	chrVI:192725-193424	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YFR021W	YFR021W	ATG18	chrVI:194799-196302	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YFR022W	YFR022W	ROG3	chrVI:196820-199022	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YFR023W	YFR023W	PES4	chrVI:199861-201697	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YFR024C-A	YFR024C-A	LSB3	chrVI:201947-203421	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YFR025C	YFR025C	HIS2	chrVI:203730-204738	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YFR026C	YFR026C	ULI1	chrVI:205735-206245	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YFR027W	YFR027W	ECO1	chrVI:207439-208285	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YFR028C	YFR028C	CDC14	chrVI:208400-210056	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YFR029W	YFR029W	PTR3	chrVI:210924-212961	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YFR030W	YFR030W	MET10	chrVI:213299-216407	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YFR031C	YFR031C	SMC2	chrVI:216581-220094	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YFR031C-A	YFR031C-A	RPL2A	chrVI:220494-221406	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YFR032C	YFR032C	RRT5	chrVI:222077-222947	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YFR032C-A	YFR032C-A	RPL29	chrVI:223245-223425	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YFR032C-B	YFR032C-B	YFR032C-B	chrVI:223697-223961	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YFR033C	YFR033C	QCR6	chrVI:224313-224757	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YFR034C	YFR034C	PHO4	chrVI:225007-225946	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YFR034W-A	YFR034W-A	YFR034W-A	chrVI:226009-226453	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YFR035C	YFR035C	YFR035C	chrVI:226009-226453	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YFR036W	YFR036W	CDC26	chrVI:226949-227324	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YFR036W-A	YFR036W-A	YFR036W-A	chrVI:227437-229173	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YFR037C	YFR037C	RSC8	chrVI:227437-229173	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YFR038W	YFR038W	IRC5	chrVI:229366-231928	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YFR039C	YFR039C	YFR039C	chrVI:231998-233531	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YFR040W	YFR040W	SAP155	chrVI:234228-237237	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YFR041C	YFR041C	ERJ5	chrVI:237354-238242	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YFR042W	YFR042W	KEG1	chrVI:238444-239047	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YFR043C	YFR043C	IRC6	chrVI:239100-239814	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YFR044C	YFR044C	DUG1	chrVI:239978-241424	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YFR045W	YFR045W	YFR045W	chrVI:241984-242986	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YFR046C	YFR046C	CNN1	chrVI:243060-244146	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YFR047C	YFR047C	BNA6	chrVI:244265-245153	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YFR048W	YFR048W	RMD8	chrVI:246132-248121	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YFR049W	YFR049W	YMR31	chrVI:248509-248881	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YFR050C	YFR050C	PRE4	chrVI:249052-249853	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YFR051C	YFR051C	RET2	chrVI:250149-251790	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YFR052C-A	YFR052C-A	YFR052C-A	chrVI:253415-255036	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YFR052W	YFR052W	RPN12	chrVI:252491-253316	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YFR053C	YFR053C	HXK1	chrVI:253415-255036	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YFR054C	YFR054C	YFR054C	chrVI:258841-259420	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YFR055W	YFR055W	IRC7	chrVI:263943-265213	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YFR056C	YFR056C	YFR056C	chrVI:263943-265213	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YFR057W	YFR057W	YFR057W	chrVI:269047-269503	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YGL001C	YGL001C	ERG26	chrVII:495456-496506	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YGL002W	YGL002W	ERP6	chrVII:494520-495171	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YGL003C	YGL003C	CDH1	chrVII:492477-494178	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YGL004C	YGL004C	RPN14	chrVII:490706-491960	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YGL005C	YGL005C	COG7	chrVII:489711-490551	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YGL006W	YGL006W	PMC1	chrVII:485924-489446	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YGL006W-A	YGL006W-A	YGL006W-A	chrVII:485427-485538	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YGL007C-A	YGL007C-A	YGL007C-A	chrVII:482945-483032	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YGL007W	YGL007W	BRP1	chrVII:483264-483642	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YGL008C	YGL008C	PMA1	chrVII:479914-482671	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YGL009C	YGL009C	LEU1	chrVII:476317-478657	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YGL010W	YGL010W	YGL010W	chrVII:475549-476074	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YGL011C	YGL011C	SCL1	chrVII:474493-475252	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YGL012W	YGL012W	ERG4	chrVII:472859-474281	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YGL013C	YGL013C	PDR1	chrVII:469096-472303	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YGL014C-A	YGL014C-A	YGL014C-A	chrVII:466145-468812	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YGL014W	YGL014W	PUF4	chrVII:466145-468812	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YGL015C	YGL015C	YGL015C	chrVII:465047-465440	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YGL016W	YGL016W	KAP122	chrVII:461670-464916	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YGL017W	YGL017W	ATE1	chrVII:459858-461370	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YGL018C	YGL018C	JAC1	chrVII:459114-459669	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YGL019W	YGL019W	CKB1	chrVII:458160-458997	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YGL020C	YGL020C	GET1	chrVII:457167-457875	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YGL021W	YGL021W	ALK1	chrVII:454789-457072	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YGL022W	YGL022W	STT3	chrVII:452408-454565	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YGL023C	YGL023C	PIB2	chrVII:450201-452109	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YGL024W	YGL024W	YGL024W	chrVII:448768-450128	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YGL025C	YGL025C	PGD1	chrVII:448768-450128	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YGL026C	YGL026C	TRP5	chrVII:446416-448540	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YGL027C	YGL027C	CWH41	chrVII:443646-446148	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YGL028C	YGL028C	SCW11	chrVII:441285-442914	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YGL029W	YGL029W	CGR1	chrVII:440067-440430	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YGL030W	YGL030W	RPL30	chrVII:439095-439643	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YGL031C	YGL031C	RPL24A	chrVII:437471-437939	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YGL032C	YGL032C	AGA2	chrVII:436574-436838	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YGL033W	YGL033W	HOP2	chrVII:435629-436356	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YGL034C	YGL034C	YGL034C	chrVII:433218-433584	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YGL035C	YGL035C	MIG1	chrVII:431552-433067	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YGL036W	YGL036W	YGL036W	chrVII:428605-431335	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YGL037C	YGL037C	PNC1	chrVII:427302-427953	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YGL038C	YGL038C	OCH1	chrVII:425367-426810	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YGL039W	YGL039W	YGL039W	chrVII:423966-425013	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YGL040C	YGL040C	HEM2	chrVII:419532-420561	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YGL041C	YGL041C	YGL041C	chrVII:418916-419295	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YGL041C-B	YGL041C-B	YGL041C-B	chrVII:418708-418891	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YGL041W-A	YGL041W-A	YGL041W-A	chrVII:418916-419295	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YGL042C	YGL042C	YGL042C	chrVII:417486-418597	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YGL043W	YGL043W	DST1	chrVII:417486-418597	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YGL044C	YGL044C	RNA15	chrVII:416149-417040	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YGL045W	YGL045W	RIM8	chrVII:414105-415734	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YGL047W	YGL047W	ALG13	chrVII:411554-412163	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YGL048C	YGL048C	RPT6	chrVII:410071-411289	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YGL049C	YGL049C	TIF4632	chrVII:406862-409607	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YGL050W	YGL050W	TYW3	chrVII:405778-406600	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YGL051W	YGL051W	MST27	chrVII:403439-404394	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YGL052W	YGL052W	YGL052W	chrVII:403439-404394	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YGL053W	YGL053W	PRM8	chrVII:402591-403305	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YGL054C	YGL054C	ERV14	chrVII:400873-401290	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YGL055W	YGL055W	OLE1	chrVII:398630-400163	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YGL056C	YGL056C	SDS23	chrVII:396040-397624	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YGL057C	YGL057C	GEP7	chrVII:394971-395835	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YGL058W	YGL058W	RAD6	chrVII:393991-394510	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YGL059W	YGL059W	PKP2	chrVII:392227-393703	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YGL060W	YGL060W	YBP2	chrVII:390069-391995	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YGL061C	YGL061C	DUO1	chrVII:388970-389714	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YGL062W	YGL062W	PYC1	chrVII:385198-388735	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YGL063C-A	YGL063C-A	YGL063C-A	chrVII:383656-384769	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YGL063W	YGL063W	PUS2	chrVII:383656-384769	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YGL064C	YGL064C	MRH4	chrVII:381525-383211	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YGL065C	YGL065C	ALG2	chrVII:379762-381274	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YGL066W	YGL066W	SGF73	chrVII:377611-379585	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YGL067W	YGL067W	NPY1	chrVII:376103-377258	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YGL068W	YGL068W	MNP1	chrVII:375052-375674	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YGL069C	YGL069C	YGL069C	chrVII:375052-375674	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YGL070C	YGL070C	RPB9	chrVII:374461-374830	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YGL071W	YGL071W	AFT1	chrVII:372014-374087	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YGL072C	YGL072C	YGL072C	chrVII:368598-371365	Batch	Chem	NOTEST	0	0	0	0	1	1	no
